study_id,study_title,study_description,accession_reference,study_type,inclusion_exclusion_criteria,grants,collected_by,lab_name,lab_address,study_contact,submitted_by,pub_ids,keywords_study,subject_id,synthetic,species,sex,age_min,age_max,age_unit,age_event,ancestry_population,ethnicity,race,strain_name,linked_subjects,link_type,study_group_description,disease_diagnosis,disease_length,disease_stage,prior_therapies,immunogen,intervention,medical_history,sample_id,sample_type,tissue,anatomic_site,disease_state_sample,collection_time_point_relative,collection_time_point_relative_unit,collection_time_point_reference,biomaterial_provider,tissue_processing,cell_subset,cell_phenotype,cell_species,single_cell,cell_number,cells_per_reaction,cell_storage,cell_quality,cell_isolation,cell_processing_protocol,template_class,template_quality,template_amount,template_amount_unit,library_generation_method,library_generation_protocol,library_generation_kit_version,complete_sequences,physical_linkage,pcr_target_locus,forward_pcr_primer_target_location,reverse_pcr_primer_target_location,sequencing_run_id,total_reads_passing_qc_filter,sequencing_platform,sequencing_facility,sequencing_run_date,sequencing_kit,sequencing_data_id,primary_annotation,file_type,filename,read_direction,read_length,paired_filename,paired_read_direction,paired_read_length,software_versions,paired_reads_assembly,quality_thresholds,primer_match_cutoffs,collapsing_method,data_processing_protocols,germline_database,data_processing_files,analysis_provenance_id,reference_assembly
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG03578,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG03578,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AFR,MSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG03578,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA18507,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA18507,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AFR,YRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA18507,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA18522,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA18522,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AFR,YRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA18522,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA19108,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA19108,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AFR,YRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA19108,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA19129,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA19129,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AFR,YRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA19129,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA19225,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA19225,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AFR,YRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA19225,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01140,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01140,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,CLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01140,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01348,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01348,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,CLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01348,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01351,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01351,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,CLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01351,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01352,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01352,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,CLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01352,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01356,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01356,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,CLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01356,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01357,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01357,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,CLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01357,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01359,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01359,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,CLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01359,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01375,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01375,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,CLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01375,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01437,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01437,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,CLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01437,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01494,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01494,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,CLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01494,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01556,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01556,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,CLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01556,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA19657,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA19657,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,MXL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA19657,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA19716,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA19716,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,MXL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA19716,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA19723,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA19723,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,AMR,MXL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA19723,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
