vdjbase_name,airr_file,airr_repertoire_id
P39_I64_S1,P39_syn61987835.json,M64-047_IGH
P39_I65_S1,P39_syn61987835.json,M64-048_IGH
P39_I66_S1,P39_syn61987835.json,M64-049_IGH
P39_I67_S1,P39_syn61987835.json,M64-050_IGH
P39_I68_S1,P39_syn61987835.json,M64-051_IGH
P39_I69_S1,P39_syn61987835.json,M64-052_IGH
P39_I70_S1,P39_syn61987835.json,M64-053_IGH
P39_I71_S1,P39_syn61987835.json,M64-054_IGH
P39_I72_S1,P39_syn61987835.json,M64-055_IGH
P39_I73_S1,P39_syn61987835.json,M64-057_IGH
P39_I74_S1,P39_syn61987835.json,M64-058_IGH
P39_I75_S1,P39_syn61987835.json,M64-059_IGH
P39_I76_S1,P39_syn61987835.json,M64-060_IGH
P39_I77_S1,P39_syn61987835.json,M64-061_IGH
P39_I78_S1,P39_syn61987835.json,M64-062_IGH
P39_I79_S1,P39_syn61987835.json,M64-063_IGH
P39_I80_S1,P39_syn61987835.json,M64-064_IGH
P39_I81_S1,P39_syn61987835.json,M64-065_IGH
P39_I82_S1,P39_syn61987835.json,M64-067_IGH
P39_I83_S1,P39_syn61987835.json,M64-068_IGH
P39_I84_S1,P39_syn61987835.json,M64-069_IGH
P39_I85_S1,P39_syn61987835.json,M64-070_IGH
P39_I86_S1,P39_syn61987835.json,M64-071_IGH
P39_I87_S1,P39_syn61987835.json,M64-072_IGH
P39_I88_S1,P39_syn61987835.json,M64-073_IGH
P39_I89_S1,P39_syn61987835.json,M64-074_IGH
P39_I90_S1,P39_syn61987835.json,M64-075_IGH
P39_I91_S1,P39_syn61987835.json,M64-076_IGH
P39_I92_S1,P39_syn61987835.json,M64-077_IGH
P39_I93_S1,P39_syn61987835.json,M64-078_IGH
P39_I94_S1,P39_syn61987835.json,M64-079_IGH
P39_I95_S1,P39_syn61987835.json,M64-080_IGH
P39_I96_S1,P39_syn61987835.json,M64-081_IGH
P39_I97_S1,P39_syn61987835.json,M64-082_IGH
P39_I98_S1,P39_syn61987835.json,M64-083_IGH
P39_I99_S1,P39_syn61987835.json,M64-084_IGH
P39_I100_S1,P39_syn61987835.json,M64-085_IGH
P39_I101_S1,P39_syn61987835.json,M64-086_IGH
P39_I102_S1,P39_syn61987835.json,M64-087_IGH
P39_I103_S1,P39_syn61987835.json,M64-088_IGH
P39_I104_S1,P39_syn61987835.json,M64-089_IGH
P39_I105_S1,P39_syn61987835.json,M64-090_IGH
P39_I106_S1,P39_syn61987835.json,M64-091_IGH
P39_I107_S1,P39_syn61987835.json,M64-092_IGH
P39_I108_S1,P39_syn61987835.json,M64-093_IGH
P39_I109_S1,P39_syn61987835.json,M64-094_IGH
P39_I110_S1,P39_syn61987835.json,M64-095_IGH
P39_I111_S1,P39_syn61987835.json,M64-096_IGH
P39_I112_S1,P39_syn61987835.json,M64-097_IGH
P39_I113_S1,P39_syn61987835.json,M64-098_IGH
P39_I114_S1,P39_syn61987835.json,M64-099_IGH
P39_I115_S1,P39_syn61987835.json,M64-100_IGH
P39_I116_S1,P39_syn61987835.json,M64-101_IGH
P39_I117_S1,P39_syn61987835.json,M64-103_IGH
P39_I118_S1,P39_syn61987835.json,M64-104_IGH
P39_I119_S1,P39_syn61987835.json,M64-105_IGH
P39_I120_S1,P39_syn61987835.json,M64-106_IGH
P39_I121_S1,P39_syn61987835.json,M64-107_IGH
P39_I122_S1,P39_syn61987835.json,M64-108_IGH
P39_I123_S1,P39_syn61987835.json,M64-109_IGH
P39_I124_S1,P39_syn61987835.json,M64-110_IGH
P39_I125_S1,P39_syn61987835.json,M64-111_IGH
P39_I126_S1,P39_syn61987835.json,M64-112_IGH
P39_I127_S1,P39_syn61987835.json,M64-113_IGH
P39_I128_S1,P39_syn61987835.json,M64-114_IGH
P39_I129_S1,P39_syn61987835.json,M111-S022_IGH
P39_I130_S1,P39_syn61987835.json,M111-S019_IGH
P39_I131_S1,P39_syn61987835.json,M111-S013_IGH
P39_I132_S1,P39_syn61987835.json,M111-S009_IGH
P39_I133_S1,P39_syn61987835.json,M111-S030_IGH
P39_I134_S1,P39_syn61987835.json,M111-S026_IGH
P39_I135_S1,P39_syn61987835.json,M111-S032_IGH
P39_I136_S1,P39_syn61987835.json,M111-S031_IGH
P39_I137_S1,P39_syn61987835.json,M111-S020_IGH
P39_I138_S1,P39_syn61987835.json,M111-S027_IGH
P39_I139_S1,P39_syn61987835.json,M111-S004_IGH
P39_I140_S1,P39_syn61987835.json,M111-S008_IGH
P39_I141_S1,P39_syn61987835.json,M111-S001_IGH
P39_I142_S1,P39_syn61987835.json,M111-S005_IGH
P39_I143_S1,P39_syn61987835.json,M111-S024_IGH
P39_I144_S1,P39_syn61987835.json,M111-S003_IGH
P39_I145_S1,P39_syn61987835.json,M111-S053_IGH
P39_I146_S1,P39_syn61987835.json,M111-S023_IGH
P39_I147_S1,P39_syn61987835.json,M111-S007_IGH
P39_I148_S1,P39_syn61987835.json,M111-S045_IGH
P39_I149_S1,P39_syn61987835.json,M111-S044_IGH
P39_I150_S1,P39_syn61987835.json,M111-S006_IGH
P39_I151_S1,P39_syn61987835.json,M111-S021_IGH
P39_I152_S1,P39_syn61987835.json,M111-S046_IGH
P39_I153_S1,P39_syn61987835.json,M111-S054_IGH
P39_I154_S1,P39_syn61987835.json,M111-S047_IGH
P39_I155_S1,P39_syn61987835.json,M111-S050_IGH
P39_I156_S1,P39_syn61987835.json,M111-S017_IGH
P39_I157_S1,P39_syn61987835.json,M111-S015_IGH
P39_I158_S1,P39_syn61987835.json,M111-S010_IGH
P39_I159_S1,P39_syn61987835.json,M111-S002_IGH
P39_I160_S1,P39_syn61987835.json,M111-S048_IGH
P39_I161_S1,P39_syn61987835.json,M111-S012_IGH
P39_I162_S1,P39_syn61987835.json,M111-S028_IGH
P39_I163_S1,P39_syn61987835.json,M111-S051_IGH
P39_I164_S1,P39_syn61987835.json,M111-S052_IGH
P39_I165_S1,P39_syn61987835.json,M111-S049_IGH
P39_I166_S1,P39_syn61987835.json,M111-S029_IGH
P39_I167_S1,P39_syn61987835.json,M124-S001_IGH
P39_I168_S1,P39_syn61987835.json,M124-S002_IGH
P39_I169_S1,P39_syn61987835.json,M124-S003_IGH
P39_I170_S1,P39_syn61987835.json,M124-S004_IGH
P39_I171_S1,P39_syn61987835.json,M124-S005_IGH
P39_I172_S1,P39_syn61987835.json,M124-S006_IGH
P39_I173_S1,P39_syn61987835.json,M124-S007_IGH
P39_I174_S1,P39_syn61987835.json,M124-S008_IGH
P39_I175_S1,P39_syn61987835.json,M124-S009_IGH
P39_I176_S1,P39_syn61987835.json,M124-S010_IGH
P39_I177_S1,P39_syn61987835.json,M124-S011_IGH
P39_I178_S1,P39_syn61987835.json,M124-S013_IGH
P39_I179_S1,P39_syn61987835.json,M124-S015_IGH
P39_I180_S1,P39_syn61987835.json,M124-S016_IGH
P39_I181_S1,P39_syn61987835.json,M124-S017_IGH
P39_I182_S1,P39_syn61987835.json,M124-S018_IGH
P39_I183_S1,P39_syn61987835.json,M124-S019_IGH
P39_I184_S1,P39_syn61987835.json,M124-S020_IGH
P39_I185_S1,P39_syn61987835.json,M124-S021_IGH
P39_I186_S1,P39_syn61987835.json,M124-S022_IGH
P39_I187_S1,P39_syn61987835.json,M124-S023_IGH
P39_I188_S1,P39_syn61987835.json,M124-S024_IGH
P39_I189_S1,P39_syn61987835.json,M124-S025_IGH
P39_I190_S1,P39_syn61987835.json,M124-S026_IGH
P39_I191_S1,P39_syn61987835.json,M124-S027_IGH
P39_I192_S1,P39_syn61987835.json,M124-S028_IGH
P39_I193_S1,P39_syn61987835.json,M124-S029_IGH
P39_I194_S1,P39_syn61987835.json,M124-S030_IGH
P39_I195_S1,P39_syn61987835.json,M124-S031_IGH
P39_I196_S1,P39_syn61987835.json,M124-S032_IGH
P39_I197_S1,P39_syn61987835.json,M124-S033_IGH
P39_I198_S1,P39_syn61987835.json,M124-S034_IGH
P39_I199_S1,P39_syn61987835.json,M124-S043_IGH
P39_I200_S1,P39_syn61987835.json,M124-S044_IGH
P39_I201_S1,P39_syn61987835.json,M124-S045_IGH
P39_I202_S1,P39_syn61987835.json,M124-S046_IGH
P39_I203_S1,P39_syn61987835.json,M124-S047_IGH
P39_I204_S1,P39_syn61987835.json,M124-S048_IGH
P39_I205_S1,P39_syn61987835.json,M124-S049_IGH
P39_I206_S1,P39_syn61987835.json,M124-S050_IGH
P39_I207_S1,P39_syn61987835.json,M124-S051_IGH
P39_I208_S1,P39_syn61987835.json,M124-S052_IGH
P39_I209_S1,P39_syn61987835.json,M124-S053_IGH
P39_I210_S1,P39_syn61987835.json,M124-S054_IGH
P39_I211_S1,P39_syn61987835.json,M124-S056_IGH
P39_I212_S1,P39_syn61987835.json,M124-S057_IGH
P39_I213_S1,P39_syn61987835.json,M124-S058_IGH
P39_I214_S1,P39_syn61987835.json,M124-S059_IGH
P39_I215_S1,P39_syn61987835.json,M124-S060_IGH
P39_I216_S1,P39_syn61987835.json,M124-S061_IGH
P39_I217_S1,P39_syn61987835.json,M124-S062_IGH
P39_I218_S1,P39_syn61987835.json,M124-S063_IGH
P39_I219_S1,P39_syn61987835.json,M124-S065_IGH
P39_I220_S1,P39_syn61987835.json,M124-S066_IGH
P39_I221_S1,P39_syn61987835.json,M124-S067_IGH
P39_I222_S1,P39_syn61987835.json,M124-S068_IGH
P39_I223_S1,P39_syn61987835.json,M124-S069_IGH
P39_I224_S1,P39_syn61987835.json,M124-S071_IGH
P39_I225_S1,P39_syn61987835.json,M124-S072_IGH
P39_I226_S1,P39_syn61987835.json,M124-S073_IGH
P39_I227_S1,P39_syn61987835.json,M124-S074_IGH
P39_I228_S1,P39_syn61987835.json,M124-S075_IGH
P39_I229_S1,P39_syn61987835.json,M124-S076_IGH
P39_I230_S1,P39_syn61987835.json,M124-S077_IGH
P39_I231_S1,P39_syn61987835.json,M124-S078_IGH
P39_I232_S1,P39_syn61987835.json,M124-S079_IGH
P39_I233_S1,P39_syn61987835.json,M124-S080_IGH
P39_I234_S1,P39_syn61987835.json,M124-S081_IGH
P39_I235_S1,P39_syn61987835.json,M124-S082_IGH
P39_I236_S1,P39_syn61987835.json,M124-S083_IGH
P39_I237_S1,P39_syn61987835.json,M124-S084_IGH
P39_I238_S1,P39_syn61987835.json,M124-S064_M124-S085_IGH
P39_I239_S1,P39_syn61987835.json,M124-S055_M124-S086_IGH
P39_I240_S1,P39_syn61987835.json,M124-S087_IGH
P39_I241_S1,P39_syn61987835.json,M369-S001_IGH
P39_I242_S1,P39_syn61987835.json,M371-S004_IGH
P39_I243_S1,P39_syn61987835.json,M371-S031_IGH
P39_I244_S1,P39_syn61987835.json,M371-S015_IGH
P39_I245_S1,P39_syn61987835.json,M371-S005_IGH
P39_I246_S1,P39_syn61987835.json,M371-S023_IGH
P39_I247_S1,P39_syn61987835.json,M371-S024_IGH
P39_I248_S1,P39_syn61987835.json,M371-S009_IGH
P39_I249_S1,P39_syn61987835.json,M371-S011_IGH
P39_I250_S1,P39_syn61987835.json,M371-S028_IGH
P39_I251_S1,P39_syn61987835.json,M418-S198_IGH
P39_I252_S1,P39_syn61987835.json,M418-S205_IGH
P39_I253_S1,P39_syn61987835.json,M418-S219_IGH
P39_I254_S1,P39_syn61987835.json,M418-S229_IGH
P39_I255_S1,P39_syn61987835.json,M418-S231_IGH
P39_I256_S1,P39_syn61987835.json,M418-S094_IGH
P39_I257_S1,P39_syn61987835.json,M418-S095_IGH
P39_I258_S1,P39_syn61987835.json,M418-S102_IGH
P39_I259_S1,P39_syn61987835.json,M418-S105_IGH
P39_I260_S1,P39_syn61987835.json,M418-S110_IGH
P39_I261_S1,P39_syn61987835.json,M418-S114_IGH
P39_I262_S1,P39_syn61987835.json,M418-S118_IGH
P39_I263_S1,P39_syn61987835.json,M418-S139_IGH
P39_I264_S1,P39_syn61987835.json,M418-S144_IGH
P39_I265_S1,P39_syn61987835.json,M418-S148_IGH
P39_I266_S1,P39_syn61987835.json,M418-S162_IGH
P39_I267_S1,P39_syn61987835.json,M418-S163_IGH
P39_I268_S1,P39_syn61987835.json,M418-S169_IGH
P39_I269_S1,P39_syn61987835.json,M418-S174_IGH
P39_I270_S1,P39_syn61987835.json,M418-S180_IGH
P39_I271_S1,P39_syn61987835.json,M418-S182_IGH
P39_I272_S1,P39_syn61987835.json,M418-S184_IGH
P39_I273_S1,P39_syn61987835.json,M418-S192_IGH
P39_I274_S1,P39_syn61987835.json,M418-S193_IGH
P39_I275_S1,P39_syn61987835.json,M418-S001_IGH
P39_I276_S1,P39_syn61987835.json,M418-S007_IGH
P39_I277_S1,P39_syn61987835.json,M418-S009_IGH
P39_I278_S1,P39_syn61987835.json,M418-S010_IGH
P39_I279_S1,P39_syn61987835.json,M418-S012_IGH
P39_I280_S1,P39_syn61987835.json,M418-S014_IGH
P39_I281_S1,P39_syn61987835.json,M418-S016_IGH
P39_I282_S1,P39_syn61987835.json,M418-S021_IGH
P39_I283_S1,P39_syn61987835.json,M418-S022_IGH
P39_I284_S1,P39_syn61987835.json,M418-S024_IGH
P39_I285_S1,P39_syn61987835.json,M418-S025_IGH
P39_I286_S1,P39_syn61987835.json,M418-S026_IGH
P39_I287_S1,P39_syn61987835.json,M418-S027_IGH
P39_I288_S1,P39_syn61987835.json,M418-S031_IGH
P39_I289_S1,P39_syn61987835.json,M418-S032_IGH
P39_I290_S1,P39_syn61987835.json,M418-S033_IGH
P39_I291_S1,P39_syn61987835.json,M418-S035_IGH
P39_I292_S1,P39_syn61987835.json,M418-S038_IGH
P39_I293_S1,P39_syn61987835.json,M418-S043_IGH
P39_I294_S1,P39_syn61987835.json,M418-S044_IGH
P39_I295_S1,P39_syn61987835.json,M418-S046_IGH
P39_I296_S1,P39_syn61987835.json,M418-S047_IGH
P39_I297_S1,P39_syn61987835.json,M418-S049_IGH
P39_I298_S1,P39_syn61987835.json,M418-S054_IGH
P39_I299_S1,P39_syn61987835.json,M447-S031_IGH
P39_I300_S1,P39_syn61987835.json,M447-S032_IGH
P39_I301_S1,P39_syn61987835.json,M447-S033_IGH
P39_I302_S1,P39_syn61987835.json,M447-S034_IGH
P39_I303_S1,P39_syn61987835.json,M447-S035_IGH
P39_I304_S1,P39_syn61987835.json,M447-S036_IGH
P39_I305_S1,P39_syn61987835.json,M447-S037_IGH
P39_I306_S1,P39_syn61987835.json,M447-S038_IGH
P39_I307_S1,P39_syn61987835.json,M447-S039_IGH
P39_I308_S1,P39_syn61987835.json,M447-S040_IGH
P39_I309_S1,P39_syn61987835.json,M447-S041_IGH
P39_I310_S1,P39_syn61987835.json,M447-S042_IGH
P39_I311_S1,P39_syn61987835.json,M447-S043_IGH
P39_I312_S1,P39_syn61987835.json,M447-S001_IGH
P39_I313_S1,P39_syn61987835.json,M447-S002_IGH
P39_I314_S1,P39_syn61987835.json,M447-S003_IGH
P39_I315_S1,P39_syn61987835.json,M447-S004_IGH
P39_I316_S1,P39_syn61987835.json,M447-S005_IGH
P39_I317_S1,P39_syn61987835.json,M447-S006_IGH
P39_I318_S1,P39_syn61987835.json,M447-S007_IGH
P39_I319_S1,P39_syn61987835.json,M447-S008_IGH
P39_I320_S1,P39_syn61987835.json,M447-S009_IGH
P39_I321_S1,P39_syn61987835.json,M447-S010_IGH
P39_I322_S1,P39_syn61987835.json,M447-S011_IGH
P39_I323_S1,P39_syn61987835.json,M447-S012_IGH
P39_I324_S1,P39_syn61987835.json,M447-S013_IGH
P39_I325_S1,P39_syn61987835.json,M447-S014_IGH
P39_I326_S1,P39_syn61987835.json,M447-S015_IGH
P39_I327_S1,P39_syn61987835.json,M447-S016_IGH
P39_I328_S1,P39_syn61987835.json,M447-S017_IGH
P39_I329_S1,P39_syn61987835.json,M447-S018_IGH
P39_I330_S1,P39_syn61987835.json,M447-S019_IGH
P39_I331_S1,P39_syn61987835.json,M447-S020_IGH
P39_I332_S1,P39_syn61987835.json,M447-S021_IGH
P39_I333_S1,P39_syn61987835.json,M447-S022_IGH
P39_I334_S1,P39_syn61987835.json,M447-S023_IGH
P39_I335_S1,P39_syn61987835.json,M447-S024_IGH
P39_I336_S1,P39_syn61987835.json,M447-S025_IGH
P39_I337_S1,P39_syn61987835.json,M447-S026_IGH
P39_I338_S1,P39_syn61987835.json,M447-S027_IGH
P39_I339_S1,P39_syn61987835.json,M447-S028_IGH
P39_I340_S1,P39_syn61987835.json,M447-S029_IGH
P39_I341_S1,P39_syn61987835.json,M447-S030_IGH
P39_I342_S1,P39_syn61987835.json,M433-S038_IGH
P39_I343_S1,P39_syn61987835.json,M433-S039_IGH
P39_I344_S1,P39_syn61987835.json,M433-S040_IGH
P39_I345_S1,P39_syn61987835.json,M433-S041_IGH
P39_I346_S1,P39_syn61987835.json,M433-S042_IGH
P39_I347_S1,P39_syn61987835.json,M433-S043_IGH
P39_I348_S1,P39_syn61987835.json,M433-S044_IGH
P39_I349_S1,P39_syn61987835.json,M433-S045_IGH
P39_I350_S1,P39_syn61987835.json,M433-S046_IGH
P39_I351_S1,P39_syn61987835.json,M433-S071_IGH
P39_I352_S1,P39_syn61987835.json,M433-S047_IGH
P39_I353_S1,P39_syn61987835.json,M433-S048_IGH
P39_I354_S1,P39_syn61987835.json,M433-S049_IGH
P39_I355_S1,P39_syn61987835.json,M433-S050_IGH
P39_I356_S1,P39_syn61987835.json,M433-S051_IGH
P39_I357_S1,P39_syn61987835.json,M433-S052_IGH
P39_I358_S1,P39_syn61987835.json,M433-S053_IGH
P39_I359_S1,P39_syn61987835.json,M433-S054_IGH
P39_I360_S1,P39_syn61987835.json,M433-S055_IGH
P39_I361_S1,P39_syn61987835.json,M433-S072_IGH
P39_I362_S1,P39_syn61987835.json,M433-S073_IGH
P39_I363_S1,P39_syn61987835.json,M433-S056_IGH
P39_I364_S1,P39_syn61987835.json,M433-S057_IGH
P39_I365_S1,P39_syn61987835.json,M433-S074_IGH
P39_I366_S1,P39_syn61987835.json,M433-S058_IGH
P39_I367_S1,P39_syn61987835.json,M433-S059_IGH
P39_I368_S1,P39_syn61987835.json,M433-S060_IGH
P39_I369_S1,P39_syn61987835.json,M433-S061_IGH
P39_I370_S1,P39_syn61987835.json,M433-S062_IGH
P39_I371_S1,P39_syn61987835.json,M433-S063_IGH
P39_I372_S1,P39_syn61987835.json,M433-S064_IGH
P39_I373_S1,P39_syn61987835.json,M433-S065_IGH
P39_I374_S1,P39_syn61987835.json,M433-S066_IGH
P39_I375_S1,P39_syn61987835.json,M433-S067_IGH
P39_I376_S1,P39_syn61987835.json,M433-S068_IGH
P39_I377_S1,P39_syn61987835.json,M433-S069_IGH
P39_I378_S1,P39_syn61987835.json,M433-S070_IGH
P39_I379_S1,P39_syn61987835.json,M454-S011_IGH
P39_I380_S1,P39_syn61987835.json,M454-S015_IGH
P39_I381_S1,P39_syn61987835.json,M454-S018_IGH
P39_I382_S1,P39_syn61987835.json,M454-S019_IGH
P39_I383_S1,P39_syn61987835.json,M454-S020_IGH
P39_I384_S1,P39_syn61987835.json,M454-S021_IGH
P39_I385_S1,P39_syn61987835.json,M454-S028_IGH
P39_I386_S1,P39_syn61987835.json,M454-S029_IGH
P39_I387_S1,P39_syn61987835.json,M454-S030_IGH
P39_I388_S1,P39_syn61987835.json,M454-S031_IGH
P39_I389_S1,P39_syn61987835.json,M454-S032_IGH
P39_I390_S1,P39_syn61987835.json,M454-S033_IGH
P39_I391_S1,P39_syn61987835.json,M454-S035_IGH
P39_I392_S1,P39_syn61987835.json,M454-S059_IGH
P39_I393_S1,P39_syn61987835.json,M454-S049_M454-S050_IGH
P39_I394_S1,P39_syn61987835.json,M454-S052_IGH
P39_I395_S1,P39_syn61987835.json,M454-S058_IGH
P39_I396_S1,P39_syn61987835.json,M454-S060_IGH
P39_I397_S1,P39_syn61987835.json,M454-S017_IGH
P39_I398_S1,P39_syn61987835.json,M456-S001_IGH
P39_I399_S1,P39_syn61987835.json,M456-S002_IGH
P39_I400_S1,P39_syn61987835.json,M456-S005_IGH
P39_I401_S1,P39_syn61987835.json,M456-S006_IGH
P39_I402_S1,P39_syn61987835.json,M456-S007_IGH
P39_I403_S1,P39_syn61987835.json,M456-S008_IGH
P39_I404_S1,P39_syn61987835.json,M456-S009_IGH
P39_I405_S1,P39_syn61987835.json,M464-S001_IGH
P39_I406_S1,P39_syn61987835.json,M464-S002_IGH
P39_I407_S1,P39_syn61987835.json,M464-S004_IGH
P39_I408_S1,P39_syn61987835.json,M464-S005_IGH
P39_I409_S1,P39_syn61987835.json,M464-S006_IGH
P39_I410_S1,P39_syn61987835.json,M464-S007_IGH
P39_I411_S1,P39_syn61987835.json,M464-S008_IGH
P39_I412_S1,P39_syn61987835.json,M464-S009_IGH
P39_I413_S1,P39_syn61987835.json,M464-S010_IGH
P39_I414_S1,P39_syn61987835.json,M464-S011_IGH
P39_I415_S1,P39_syn61987835.json,M464-S012_IGH
P39_I416_S1,P39_syn61987835.json,M464-S013_IGH
P39_I417_S1,P39_syn61987835.json,M464-S014_IGH
P39_I418_S1,P39_syn61987835.json,M464-S015_IGH
P39_I419_S1,P39_syn61987835.json,M464-S016_IGH
P39_I420_S1,P39_syn61987835.json,M464-S017_IGH
P39_I421_S1,P39_syn61987835.json,M464-S018_IGH
P39_I422_S1,P39_syn61987835.json,M464-S019_IGH
P39_I423_S1,P39_syn61987835.json,M464-S020_IGH
P39_I424_S1,P39_syn61987835.json,M464-S021_IGH
P39_I425_S1,P39_syn61987835.json,M464-S022_IGH
P39_I426_S1,P39_syn61987835.json,M464-S023_IGH
P39_I427_S1,P39_syn61987835.json,M464-S024_IGH
P39_I428_S1,P39_syn61987835.json,M464-S025_IGH
P39_I429_S1,P39_syn61987835.json,M464-S026_IGH
P39_I430_S1,P39_syn61987835.json,M464-S027_IGH
P39_I431_S1,P39_syn61987835.json,M464-S028_IGH
P39_I432_S1,P39_syn61987835.json,M464-S029_IGH
P39_I433_S1,P39_syn61987835.json,M464-S030_IGH
P39_I434_S1,P39_syn61987835.json,M464-S031_IGH
P39_I435_S1,P39_syn61987835.json,M464-S032_IGH
P39_I436_S1,P39_syn61987835.json,M464-S033_IGH
P39_I437_S1,P39_syn61987835.json,M464-S034_IGH
P39_I438_S1,P39_syn61987835.json,M464-S035_IGH
P39_I439_S1,P39_syn61987835.json,M464-S036_IGH
P39_I440_S1,P39_syn61987835.json,M464-S037_IGH
P39_I441_S1,P39_syn61987835.json,M464-S039_IGH
P39_I442_S1,P39_syn61987835.json,M464-S040_IGH
P39_I443_S1,P39_syn61987835.json,M464-S041_IGH
P39_I444_S1,P39_syn61987835.json,M464-S042_IGH
P39_I445_S1,P39_syn61987835.json,M464-S044_IGH
P39_I446_S1,P39_syn61987835.json,M464-S045_IGH
P39_I447_S1,P39_syn61987835.json,M464-S046_IGH
P39_I448_S1,P39_syn61987835.json,M491-S002_IGH
P39_I449_S1,P39_syn61987835.json,M491-S006_IGH
P39_I450_S1,P39_syn61987835.json,M491-S007_IGH
P39_I451_S1,P39_syn61987835.json,M491-S009_IGH
P39_I452_S1,P39_syn61987835.json,M491-S013_IGH
P39_I453_S1,P39_syn61987835.json,M491-S015_IGH
P39_I454_S1,P39_syn61987835.json,M491-S016_IGH
P39_I455_S1,P39_syn61987835.json,M491-S017_IGH
P39_I456_S1,P39_syn61987835.json,M491-S018_IGH
P39_I457_S1,P39_syn61987835.json,M491-S019_IGH
P39_I458_S1,P39_syn61987835.json,M491-S020_M491-S166_IGH
P39_I459_S1,P39_syn61987835.json,M491-S023_IGH
P39_I460_S1,P39_syn61987835.json,M491-S026_IGH
P39_I461_S1,P39_syn61987835.json,M491-S028_IGH
P39_I462_S1,P39_syn61987835.json,M491-S029_IGH
P39_I463_S1,P39_syn61987835.json,M491-S032_IGH
P39_I464_S1,P39_syn61987835.json,M491-S035_IGH
P39_I465_S1,P39_syn61987835.json,M491-S036_IGH
P39_I466_S1,P39_syn61987835.json,M491-S037_IGH
P39_I467_S1,P39_syn61987835.json,M491-S039_IGH
